stem,image_path,mask_coral_path,source,split
33015220401,data\final_dataset\val\images\33015220401.jpg,data\final_dataset\val\masks_coral\33015220401.png,SEAVIEW_IDN_PHL,val
33015221201,data\final_dataset\val\images\33015221201.jpg,data\final_dataset\val\masks_coral\33015221201.png,SEAVIEW_IDN_PHL,val
33015223901,data\final_dataset\val\images\33015223901.jpg,data\final_dataset\val\masks_coral\33015223901.png,SEAVIEW_IDN_PHL,val
33015227301,data\final_dataset\val\images\33015227301.jpg,data\final_dataset\val\masks_coral\33015227301.png,SEAVIEW_IDN_PHL,val
33015229401,data\final_dataset\val\images\33015229401.jpg,data\final_dataset\val\masks_coral\33015229401.png,SEAVIEW_IDN_PHL,val
33015230901,data\final_dataset\val\images\33015230901.jpg,data\final_dataset\val\masks_coral\33015230901.png,SEAVIEW_IDN_PHL,val
33016269101,data\final_dataset\val\images\33016269101.jpg,data\final_dataset\val\masks_coral\33016269101.png,SEAVIEW_IDN_PHL,val
33016271801,data\final_dataset\val\images\33016271801.jpg,data\final_dataset\val\masks_coral\33016271801.png,SEAVIEW_IDN_PHL,val
33016272001,data\final_dataset\val\images\33016272001.jpg,data\final_dataset\val\masks_coral\33016272001.png,SEAVIEW_IDN_PHL,val
33016272201,data\final_dataset\val\images\33016272201.jpg,data\final_dataset\val\masks_coral\33016272201.png,SEAVIEW_IDN_PHL,val
33016273101,data\final_dataset\val\images\33016273101.jpg,data\final_dataset\val\masks_coral\33016273101.png,SEAVIEW_IDN_PHL,val
33016274901,data\final_dataset\val\images\33016274901.jpg,data\final_dataset\val\masks_coral\33016274901.png,SEAVIEW_IDN_PHL,val
33016276301,data\final_dataset\val\images\33016276301.jpg,data\final_dataset\val\masks_coral\33016276301.png,SEAVIEW_IDN_PHL,val
33016276801,data\final_dataset\val\images\33016276801.jpg,data\final_dataset\val\masks_coral\33016276801.png,SEAVIEW_IDN_PHL,val
33016279601,data\final_dataset\val\images\33016279601.jpg,data\final_dataset\val\masks_coral\33016279601.png,SEAVIEW_IDN_PHL,val
33016283901,data\final_dataset\val\images\33016283901.jpg,data\final_dataset\val\masks_coral\33016283901.png,SEAVIEW_IDN_PHL,val
33016285501,data\final_dataset\val\images\33016285501.jpg,data\final_dataset\val\masks_coral\33016285501.png,SEAVIEW_IDN_PHL,val
33017001801,data\final_dataset\val\images\33017001801.jpg,data\final_dataset\val\masks_coral\33017001801.png,SEAVIEW_IDN_PHL,val
33017003801,data\final_dataset\val\images\33017003801.jpg,data\final_dataset\val\masks_coral\33017003801.png,SEAVIEW_IDN_PHL,val
33017007801,data\final_dataset\val\images\33017007801.jpg,data\final_dataset\val\masks_coral\33017007801.png,SEAVIEW_IDN_PHL,val
33017014901,data\final_dataset\val\images\33017014901.jpg,data\final_dataset\val\masks_coral\33017014901.png,SEAVIEW_IDN_PHL,val
33017015301,data\final_dataset\val\images\33017015301.jpg,data\final_dataset\val\masks_coral\33017015301.png,SEAVIEW_IDN_PHL,val
33017021201,data\final_dataset\val\images\33017021201.jpg,data\final_dataset\val\masks_coral\33017021201.png,SEAVIEW_IDN_PHL,val
33017025101,data\final_dataset\val\images\33017025101.jpg,data\final_dataset\val\masks_coral\33017025101.png,SEAVIEW_IDN_PHL,val
33017029201,data\final_dataset\val\images\33017029201.jpg,data\final_dataset\val\masks_coral\33017029201.png,SEAVIEW_IDN_PHL,val
33017042801,data\final_dataset\val\images\33017042801.jpg,data\final_dataset\val\masks_coral\33017042801.png,SEAVIEW_IDN_PHL,val
33017047601,data\final_dataset\val\images\33017047601.jpg,data\final_dataset\val\masks_coral\33017047601.png,SEAVIEW_IDN_PHL,val
33017054301,data\final_dataset\val\images\33017054301.jpg,data\final_dataset\val\masks_coral\33017054301.png,SEAVIEW_IDN_PHL,val
33017058801,data\final_dataset\val\images\33017058801.jpg,data\final_dataset\val\masks_coral\33017058801.png,SEAVIEW_IDN_PHL,val
33017065101,data\final_dataset\val\images\33017065101.jpg,data\final_dataset\val\masks_coral\33017065101.png,SEAVIEW_IDN_PHL,val
33017087701,data\final_dataset\val\images\33017087701.jpg,data\final_dataset\val\masks_coral\33017087701.png,SEAVIEW_IDN_PHL,val
33017087801,data\final_dataset\val\images\33017087801.jpg,data\final_dataset\val\masks_coral\33017087801.png,SEAVIEW_IDN_PHL,val
33017087901,data\final_dataset\val\images\33017087901.jpg,data\final_dataset\val\masks_coral\33017087901.png,SEAVIEW_IDN_PHL,val
33017088001,data\final_dataset\val\images\33017088001.jpg,data\final_dataset\val\masks_coral\33017088001.png,SEAVIEW_IDN_PHL,val
33017088101,data\final_dataset\val\images\33017088101.jpg,data\final_dataset\val\masks_coral\33017088101.png,SEAVIEW_IDN_PHL,val
33017088201,data\final_dataset\val\images\33017088201.jpg,data\final_dataset\val\masks_coral\33017088201.png,SEAVIEW_IDN_PHL,val
33017088301,data\final_dataset\val\images\33017088301.jpg,data\final_dataset\val\masks_coral\33017088301.png,SEAVIEW_IDN_PHL,val
33017088401,data\final_dataset\val\images\33017088401.jpg,data\final_dataset\val\masks_coral\33017088401.png,SEAVIEW_IDN_PHL,val
33017088501,data\final_dataset\val\images\33017088501.jpg,data\final_dataset\val\masks_coral\33017088501.png,SEAVIEW_IDN_PHL,val
33017088601,data\final_dataset\val\images\33017088601.jpg,data\final_dataset\val\masks_coral\33017088601.png,SEAVIEW_IDN_PHL,val
33017088701,data\final_dataset\val\images\33017088701.jpg,data\final_dataset\val\masks_coral\33017088701.png,SEAVIEW_IDN_PHL,val
33017088801,data\final_dataset\val\images\33017088801.jpg,data\final_dataset\val\masks_coral\33017088801.png,SEAVIEW_IDN_PHL,val
33017088901,data\final_dataset\val\images\33017088901.jpg,data\final_dataset\val\masks_coral\33017088901.png,SEAVIEW_IDN_PHL,val
33017089001,data\final_dataset\val\images\33017089001.jpg,data\final_dataset\val\masks_coral\33017089001.png,SEAVIEW_IDN_PHL,val
33017089101,data\final_dataset\val\images\33017089101.jpg,data\final_dataset\val\masks_coral\33017089101.png,SEAVIEW_IDN_PHL,val
33017089201,data\final_dataset\val\images\33017089201.jpg,data\final_dataset\val\masks_coral\33017089201.png,SEAVIEW_IDN_PHL,val
33017089301,data\final_dataset\val\images\33017089301.jpg,data\final_dataset\val\masks_coral\33017089301.png,SEAVIEW_IDN_PHL,val
33017089401,data\final_dataset\val\images\33017089401.jpg,data\final_dataset\val\masks_coral\33017089401.png,SEAVIEW_IDN_PHL,val
33017089501,data\final_dataset\val\images\33017089501.jpg,data\final_dataset\val\masks_coral\33017089501.png,SEAVIEW_IDN_PHL,val
33017089601,data\final_dataset\val\images\33017089601.jpg,data\final_dataset\val\masks_coral\33017089601.png,SEAVIEW_IDN_PHL,val
33017089701,data\final_dataset\val\images\33017089701.jpg,data\final_dataset\val\masks_coral\33017089701.png,SEAVIEW_IDN_PHL,val
33017089801,data\final_dataset\val\images\33017089801.jpg,data\final_dataset\val\masks_coral\33017089801.png,SEAVIEW_IDN_PHL,val
33017089901,data\final_dataset\val\images\33017089901.jpg,data\final_dataset\val\masks_coral\33017089901.png,SEAVIEW_IDN_PHL,val
33017090001,data\final_dataset\val\images\33017090001.jpg,data\final_dataset\val\masks_coral\33017090001.png,SEAVIEW_IDN_PHL,val
33017090101,data\final_dataset\val\images\33017090101.jpg,data\final_dataset\val\masks_coral\33017090101.png,SEAVIEW_IDN_PHL,val
33017090201,data\final_dataset\val\images\33017090201.jpg,data\final_dataset\val\masks_coral\33017090201.png,SEAVIEW_IDN_PHL,val
33017090301,data\final_dataset\val\images\33017090301.jpg,data\final_dataset\val\masks_coral\33017090301.png,SEAVIEW_IDN_PHL,val
33017090401,data\final_dataset\val\images\33017090401.jpg,data\final_dataset\val\masks_coral\33017090401.png,SEAVIEW_IDN_PHL,val
33017090501,data\final_dataset\val\images\33017090501.jpg,data\final_dataset\val\masks_coral\33017090501.png,SEAVIEW_IDN_PHL,val
33017090601,data\final_dataset\val\images\33017090601.jpg,data\final_dataset\val\masks_coral\33017090601.png,SEAVIEW_IDN_PHL,val
33018102201,data\final_dataset\val\images\33018102201.jpg,data\final_dataset\val\masks_coral\33018102201.png,SEAVIEW_IDN_PHL,val
33018109601,data\final_dataset\val\images\33018109601.jpg,data\final_dataset\val\masks_coral\33018109601.png,SEAVIEW_IDN_PHL,val
33018109701,data\final_dataset\val\images\33018109701.jpg,data\final_dataset\val\masks_coral\33018109701.png,SEAVIEW_IDN_PHL,val
33018109801,data\final_dataset\val\images\33018109801.jpg,data\final_dataset\val\masks_coral\33018109801.png,SEAVIEW_IDN_PHL,val
33018109901,data\final_dataset\val\images\33018109901.jpg,data\final_dataset\val\masks_coral\33018109901.png,SEAVIEW_IDN_PHL,val
33018110001,data\final_dataset\val\images\33018110001.jpg,data\final_dataset\val\masks_coral\33018110001.png,SEAVIEW_IDN_PHL,val
33018110101,data\final_dataset\val\images\33018110101.jpg,data\final_dataset\val\masks_coral\33018110101.png,SEAVIEW_IDN_PHL,val
33018110201,data\final_dataset\val\images\33018110201.jpg,data\final_dataset\val\masks_coral\33018110201.png,SEAVIEW_IDN_PHL,val
33018110301,data\final_dataset\val\images\33018110301.jpg,data\final_dataset\val\masks_coral\33018110301.png,SEAVIEW_IDN_PHL,val
33018110401,data\final_dataset\val\images\33018110401.jpg,data\final_dataset\val\masks_coral\33018110401.png,SEAVIEW_IDN_PHL,val
33018110501,data\final_dataset\val\images\33018110501.jpg,data\final_dataset\val\masks_coral\33018110501.png,SEAVIEW_IDN_PHL,val
33018110601,data\final_dataset\val\images\33018110601.jpg,data\final_dataset\val\masks_coral\33018110601.png,SEAVIEW_IDN_PHL,val
10001001601,data\final_dataset\train\images\10001001601.jpg,data\final_dataset\train\masks_coral\10001001601.png,SEAVIEW_PAC_AUS,train
10001004001,data\final_dataset\train\images\10001004001.jpg,data\final_dataset\train\masks_coral\10001004001.png,SEAVIEW_PAC_AUS,train
10001008301,data\final_dataset\train\images\10001008301.jpg,data\final_dataset\train\masks_coral\10001008301.png,SEAVIEW_PAC_AUS,train
10001008501,data\final_dataset\train\images\10001008501.jpg,data\final_dataset\train\masks_coral\10001008501.png,SEAVIEW_PAC_AUS,train
10001009005,data\final_dataset\train\images\10001009005.jpg,data\final_dataset\train\masks_coral\10001009005.png,SEAVIEW_PAC_AUS,train
10001010601,data\final_dataset\train\images\10001010601.jpg,data\final_dataset\train\masks_coral\10001010601.png,SEAVIEW_PAC_AUS,train
10001013802,data\final_dataset\train\images\10001013802.jpg,data\final_dataset\train\masks_coral\10001013802.png,SEAVIEW_PAC_AUS,train
10001016705,data\final_dataset\train\images\10001016705.jpg,data\final_dataset\train\masks_coral\10001016705.png,SEAVIEW_PAC_AUS,train
10001016706,data\final_dataset\train\images\10001016706.jpg,data\final_dataset\train\masks_coral\10001016706.png,SEAVIEW_PAC_AUS,train
10001017005,data\final_dataset\train\images\10001017005.jpg,data\final_dataset\train\masks_coral\10001017005.png,SEAVIEW_PAC_AUS,train
10001018106,data\final_dataset\train\images\10001018106.jpg,data\final_dataset\train\masks_coral\10001018106.png,SEAVIEW_PAC_AUS,train
10001018502,data\final_dataset\train\images\10001018502.jpg,data\final_dataset\train\masks_coral\10001018502.png,SEAVIEW_PAC_AUS,train
10001018802,data\final_dataset\train\images\10001018802.jpg,data\final_dataset\train\masks_coral\10001018802.png,SEAVIEW_PAC_AUS,train
10001019602,data\final_dataset\train\images\10001019602.jpg,data\final_dataset\train\masks_coral\10001019602.png,SEAVIEW_PAC_AUS,train
10001019702,data\final_dataset\train\images\10001019702.jpg,data\final_dataset\train\masks_coral\10001019702.png,SEAVIEW_PAC_AUS,train
10001020102,data\final_dataset\train\images\10001020102.jpg,data\final_dataset\train\masks_coral\10001020102.png,SEAVIEW_PAC_AUS,train
10001020302,data\final_dataset\train\images\10001020302.jpg,data\final_dataset\train\masks_coral\10001020302.png,SEAVIEW_PAC_AUS,train
10001020402,data\final_dataset\train\images\10001020402.jpg,data\final_dataset\train\masks_coral\10001020402.png,SEAVIEW_PAC_AUS,train
10001020902,data\final_dataset\train\images\10001020902.jpg,data\final_dataset\train\masks_coral\10001020902.png,SEAVIEW_PAC_AUS,train
10001021302,data\final_dataset\train\images\10001021302.jpg,data\final_dataset\train\masks_coral\10001021302.png,SEAVIEW_PAC_AUS,train
10001021501,data\final_dataset\train\images\10001021501.jpg,data\final_dataset\train\masks_coral\10001021501.png,SEAVIEW_PAC_AUS,train
10001021602,data\final_dataset\train\images\10001021602.jpg,data\final_dataset\train\masks_coral\10001021602.png,SEAVIEW_PAC_AUS,train
10001021702,data\final_dataset\train\images\10001021702.jpg,data\final_dataset\train\masks_coral\10001021702.png,SEAVIEW_PAC_AUS,train
10001021902,data\final_dataset\train\images\10001021902.jpg,data\final_dataset\train\masks_coral\10001021902.png,SEAVIEW_PAC_AUS,train
10001022002,data\final_dataset\train\images\10001022002.jpg,data\final_dataset\train\masks_coral\10001022002.png,SEAVIEW_PAC_AUS,train
10001022402,data\final_dataset\train\images\10001022402.jpg,data\final_dataset\train\masks_coral\10001022402.png,SEAVIEW_PAC_AUS,train
10001022702,data\final_dataset\train\images\10001022702.jpg,data\final_dataset\train\masks_coral\10001022702.png,SEAVIEW_PAC_AUS,train
10001022902,data\final_dataset\train\images\10001022902.jpg,data\final_dataset\train\masks_coral\10001022902.png,SEAVIEW_PAC_AUS,train
10001023002,data\final_dataset\train\images\10001023002.jpg,data\final_dataset\train\masks_coral\10001023002.png,SEAVIEW_PAC_AUS,train
10001023102,data\final_dataset\train\images\10001023102.jpg,data\final_dataset\train\masks_coral\10001023102.png,SEAVIEW_PAC_AUS,train
10001023202,data\final_dataset\train\images\10001023202.jpg,data\final_dataset\train\masks_coral\10001023202.png,SEAVIEW_PAC_AUS,train
10001023302,data\final_dataset\train\images\10001023302.jpg,data\final_dataset\train\masks_coral\10001023302.png,SEAVIEW_PAC_AUS,train
10001023402,data\final_dataset\train\images\10001023402.jpg,data\final_dataset\train\masks_coral\10001023402.png,SEAVIEW_PAC_AUS,train
10001023602,data\final_dataset\train\images\10001023602.jpg,data\final_dataset\train\masks_coral\10001023602.png,SEAVIEW_PAC_AUS,train
10001024102,data\final_dataset\train\images\10001024102.jpg,data\final_dataset\train\masks_coral\10001024102.png,SEAVIEW_PAC_AUS,train
10001024202,data\final_dataset\train\images\10001024202.jpg,data\final_dataset\train\masks_coral\10001024202.png,SEAVIEW_PAC_AUS,train
10001024402,data\final_dataset\train\images\10001024402.jpg,data\final_dataset\train\masks_coral\10001024402.png,SEAVIEW_PAC_AUS,train
10001024602,data\final_dataset\train\images\10001024602.jpg,data\final_dataset\train\masks_coral\10001024602.png,SEAVIEW_PAC_AUS,train
10001025602,data\final_dataset\train\images\10001025602.jpg,data\final_dataset\train\masks_coral\10001025602.png,SEAVIEW_PAC_AUS,train
10001026002,data\final_dataset\train\images\10001026002.jpg,data\final_dataset\train\masks_coral\10001026002.png,SEAVIEW_PAC_AUS,train
10001026102,data\final_dataset\train\images\10001026102.jpg,data\final_dataset\train\masks_coral\10001026102.png,SEAVIEW_PAC_AUS,train
10001026202,data\final_dataset\train\images\10001026202.jpg,data\final_dataset\train\masks_coral\10001026202.png,SEAVIEW_PAC_AUS,train
10001026302,data\final_dataset\train\images\10001026302.jpg,data\final_dataset\train\masks_coral\10001026302.png,SEAVIEW_PAC_AUS,train
10001026402,data\final_dataset\train\images\10001026402.jpg,data\final_dataset\train\masks_coral\10001026402.png,SEAVIEW_PAC_AUS,train
10001026502,data\final_dataset\train\images\10001026502.jpg,data\final_dataset\train\masks_coral\10001026502.png,SEAVIEW_PAC_AUS,train
10001026602,data\final_dataset\train\images\10001026602.jpg,data\final_dataset\train\masks_coral\10001026602.png,SEAVIEW_PAC_AUS,train
10001026702,data\final_dataset\train\images\10001026702.jpg,data\final_dataset\train\masks_coral\10001026702.png,SEAVIEW_PAC_AUS,train
10001026802,data\final_dataset\train\images\10001026802.jpg,data\final_dataset\train\masks_coral\10001026802.png,SEAVIEW_PAC_AUS,train
10001026902,data\final_dataset\train\images\10001026902.jpg,data\final_dataset\train\masks_coral\10001026902.png,SEAVIEW_PAC_AUS,train
10001027102,data\final_dataset\train\images\10001027102.jpg,data\final_dataset\train\masks_coral\10001027102.png,SEAVIEW_PAC_AUS,train
10001027401,data\final_dataset\train\images\10001027401.jpg,data\final_dataset\train\masks_coral\10001027401.png,SEAVIEW_PAC_AUS,train
10001037501,data\final_dataset\train\images\10001037501.jpg,data\final_dataset\train\masks_coral\10001037501.png,SEAVIEW_PAC_AUS,train
10002003111,data\final_dataset\train\images\10002003111.jpg,data\final_dataset\train\masks_coral\10002003111.png,SEAVIEW_PAC_AUS,train
10005006202,data\final_dataset\train\images\10005006202.jpg,data\final_dataset\train\masks_coral\10005006202.png,SEAVIEW_PAC_AUS,train
10005010802,data\final_dataset\train\images\10005010802.jpg,data\final_dataset\train\masks_coral\10005010802.png,SEAVIEW_PAC_AUS,train
10005011302,data\final_dataset\train\images\10005011302.jpg,data\final_dataset\train\masks_coral\10005011302.png,SEAVIEW_PAC_AUS,train
10005013402,data\final_dataset\train\images\10005013402.jpg,data\final_dataset\train\masks_coral\10005013402.png,SEAVIEW_PAC_AUS,train
10005016302,data\final_dataset\train\images\10005016302.jpg,data\final_dataset\train\masks_coral\10005016302.png,SEAVIEW_PAC_AUS,train
10005017207,data\final_dataset\train\images\10005017207.jpg,data\final_dataset\train\masks_coral\10005017207.png,SEAVIEW_PAC_AUS,train
10005017402,data\final_dataset\train\images\10005017402.jpg,data\final_dataset\train\masks_coral\10005017402.png,SEAVIEW_PAC_AUS,train
10005020502,data\final_dataset\train\images\10005020502.jpg,data\final_dataset\train\masks_coral\10005020502.png,SEAVIEW_PAC_AUS,train
10005024502,data\final_dataset\train\images\10005024502.jpg,data\final_dataset\train\masks_coral\10005024502.png,SEAVIEW_PAC_AUS,train
10005025802,data\final_dataset\train\images\10005025802.jpg,data\final_dataset\train\masks_coral\10005025802.png,SEAVIEW_PAC_AUS,train
10005034008,data\final_dataset\train\images\10005034008.jpg,data\final_dataset\train\masks_coral\10005034008.png,SEAVIEW_PAC_AUS,train
10005034102,data\final_dataset\train\images\10005034102.jpg,data\final_dataset\train\masks_coral\10005034102.png,SEAVIEW_PAC_AUS,train
10005034103,data\final_dataset\train\images\10005034103.jpg,data\final_dataset\train\masks_coral\10005034103.png,SEAVIEW_PAC_AUS,train
10005034202,data\final_dataset\train\images\10005034202.jpg,data\final_dataset\train\masks_coral\10005034202.png,SEAVIEW_PAC_AUS,train
10005034302,data\final_dataset\train\images\10005034302.jpg,data\final_dataset\train\masks_coral\10005034302.png,SEAVIEW_PAC_AUS,train
10005034303,data\final_dataset\train\images\10005034303.jpg,data\final_dataset\train\masks_coral\10005034303.png,SEAVIEW_PAC_AUS,train
10005034402,data\final_dataset\train\images\10005034402.jpg,data\final_dataset\train\masks_coral\10005034402.png,SEAVIEW_PAC_AUS,train
10005034403,data\final_dataset\train\images\10005034403.jpg,data\final_dataset\train\masks_coral\10005034403.png,SEAVIEW_PAC_AUS,train
10005035402,data\final_dataset\train\images\10005035402.jpg,data\final_dataset\train\masks_coral\10005035402.png,SEAVIEW_PAC_AUS,train
10005035502,data\final_dataset\train\images\10005035502.jpg,data\final_dataset\train\masks_coral\10005035502.png,SEAVIEW_PAC_AUS,train
10005035602,data\final_dataset\train\images\10005035602.jpg,data\final_dataset\train\masks_coral\10005035602.png,SEAVIEW_PAC_AUS,train
10005039002,data\final_dataset\train\images\10005039002.jpg,data\final_dataset\train\masks_coral\10005039002.png,SEAVIEW_PAC_AUS,train
10005039102,data\final_dataset\train\images\10005039102.jpg,data\final_dataset\train\masks_coral\10005039102.png,SEAVIEW_PAC_AUS,train
10005039302,data\final_dataset\train\images\10005039302.jpg,data\final_dataset\train\masks_coral\10005039302.png,SEAVIEW_PAC_AUS,train
10005039902,data\final_dataset\train\images\10005039902.jpg,data\final_dataset\train\masks_coral\10005039902.png,SEAVIEW_PAC_AUS,train
10005042505,data\final_dataset\train\images\10005042505.jpg,data\final_dataset\train\masks_coral\10005042505.png,SEAVIEW_PAC_AUS,train
10005043103,data\final_dataset\train\images\10005043103.jpg,data\final_dataset\train\masks_coral\10005043103.png,SEAVIEW_PAC_AUS,train
10005043302,data\final_dataset\train\images\10005043302.jpg,data\final_dataset\train\masks_coral\10005043302.png,SEAVIEW_PAC_AUS,train
10005043303,data\final_dataset\train\images\10005043303.jpg,data\final_dataset\train\masks_coral\10005043303.png,SEAVIEW_PAC_AUS,train
10005043402,data\final_dataset\train\images\10005043402.jpg,data\final_dataset\train\masks_coral\10005043402.png,SEAVIEW_PAC_AUS,train
10005043502,data\final_dataset\train\images\10005043502.jpg,data\final_dataset\train\masks_coral\10005043502.png,SEAVIEW_PAC_AUS,train
10005045207,data\final_dataset\train\images\10005045207.jpg,data\final_dataset\train\masks_coral\10005045207.png,SEAVIEW_PAC_AUS,train
10005045402,data\final_dataset\train\images\10005045402.jpg,data\final_dataset\train\masks_coral\10005045402.png,SEAVIEW_PAC_AUS,train
10005046502,data\final_dataset\train\images\10005046502.jpg,data\final_dataset\train\masks_coral\10005046502.png,SEAVIEW_PAC_AUS,train
10005060002,data\final_dataset\train\images\10005060002.jpg,data\final_dataset\train\masks_coral\10005060002.png,SEAVIEW_PAC_AUS,train
10005060102,data\final_dataset\train\images\10005060102.jpg,data\final_dataset\train\masks_coral\10005060102.png,SEAVIEW_PAC_AUS,train
10005063303,data\final_dataset\train\images\10005063303.jpg,data\final_dataset\train\masks_coral\10005063303.png,SEAVIEW_PAC_AUS,train
10005080802,data\final_dataset\train\images\10005080802.jpg,data\final_dataset\train\masks_coral\10005080802.png,SEAVIEW_PAC_AUS,train
10005082703,data\final_dataset\train\images\10005082703.jpg,data\final_dataset\train\masks_coral\10005082703.png,SEAVIEW_PAC_AUS,train
10005083702,data\final_dataset\train\images\10005083702.jpg,data\final_dataset\train\masks_coral\10005083702.png,SEAVIEW_PAC_AUS,train
10005083802,data\final_dataset\train\images\10005083802.jpg,data\final_dataset\train\masks_coral\10005083802.png,SEAVIEW_PAC_AUS,train
10005084105,data\final_dataset\train\images\10005084105.jpg,data\final_dataset\train\masks_coral\10005084105.png,SEAVIEW_PAC_AUS,train
10005084202,data\final_dataset\train\images\10005084202.jpg,data\final_dataset\train\masks_coral\10005084202.png,SEAVIEW_PAC_AUS,train
10005084205,data\final_dataset\train\images\10005084205.jpg,data\final_dataset\train\masks_coral\10005084205.png,SEAVIEW_PAC_AUS,train
10005084302,data\final_dataset\train\images\10005084302.jpg,data\final_dataset\train\masks_coral\10005084302.png,SEAVIEW_PAC_AUS,train
10005089805,data\final_dataset\train\images\10005089805.jpg,data\final_dataset\train\masks_coral\10005089805.png,SEAVIEW_PAC_AUS,train
10005091402,data\final_dataset\train\images\10005091402.jpg,data\final_dataset\train\masks_coral\10005091402.png,SEAVIEW_PAC_AUS,train
10006093001,data\final_dataset\train\images\10006093001.jpg,data\final_dataset\train\masks_coral\10006093001.png,SEAVIEW_PAC_AUS,train
10006093807,data\final_dataset\train\images\10006093807.jpg,data\final_dataset\train\masks_coral\10006093807.png,SEAVIEW_PAC_AUS,train
10006094502,data\final_dataset\train\images\10006094502.jpg,data\final_dataset\train\masks_coral\10006094502.png,SEAVIEW_PAC_AUS,train
10006094801,data\final_dataset\train\images\10006094801.jpg,data\final_dataset\train\masks_coral\10006094801.png,SEAVIEW_PAC_AUS,train
10006098302,data\final_dataset\train\images\10006098302.jpg,data\final_dataset\train\masks_coral\10006098302.png,SEAVIEW_PAC_AUS,train
10006098602,data\final_dataset\train\images\10006098602.jpg,data\final_dataset\train\masks_coral\10006098602.png,SEAVIEW_PAC_AUS,train
10006102301,data\final_dataset\train\images\10006102301.jpg,data\final_dataset\train\masks_coral\10006102301.png,SEAVIEW_PAC_AUS,train
10006102302,data\final_dataset\train\images\10006102302.jpg,data\final_dataset\train\masks_coral\10006102302.png,SEAVIEW_PAC_AUS,train
10006102501,data\final_dataset\train\images\10006102501.jpg,data\final_dataset\train\masks_coral\10006102501.png,SEAVIEW_PAC_AUS,train
10006105002,data\final_dataset\train\images\10006105002.jpg,data\final_dataset\train\masks_coral\10006105002.png,SEAVIEW_PAC_AUS,train
10006105402,data\final_dataset\train\images\10006105402.jpg,data\final_dataset\train\masks_coral\10006105402.png,SEAVIEW_PAC_AUS,train
10006105602,data\final_dataset\train\images\10006105602.jpg,data\final_dataset\train\masks_coral\10006105602.png,SEAVIEW_PAC_AUS,train
10006106001,data\final_dataset\train\images\10006106001.jpg,data\final_dataset\train\masks_coral\10006106001.png,SEAVIEW_PAC_AUS,train
10006106102,data\final_dataset\train\images\10006106102.jpg,data\final_dataset\train\masks_coral\10006106102.png,SEAVIEW_PAC_AUS,train
10006106402,data\final_dataset\train\images\10006106402.jpg,data\final_dataset\train\masks_coral\10006106402.png,SEAVIEW_PAC_AUS,train
10006106902,data\final_dataset\train\images\10006106902.jpg,data\final_dataset\train\masks_coral\10006106902.png,SEAVIEW_PAC_AUS,train
10006110401,data\final_dataset\train\images\10006110401.jpg,data\final_dataset\train\masks_coral\10006110401.png,SEAVIEW_PAC_AUS,train
10006110501,data\final_dataset\train\images\10006110501.jpg,data\final_dataset\train\masks_coral\10006110501.png,SEAVIEW_PAC_AUS,train
10006110502,data\final_dataset\train\images\10006110502.jpg,data\final_dataset\train\masks_coral\10006110502.png,SEAVIEW_PAC_AUS,train
10006110601,data\final_dataset\train\images\10006110601.jpg,data\final_dataset\train\masks_coral\10006110601.png,SEAVIEW_PAC_AUS,train
10006110801,data\final_dataset\train\images\10006110801.jpg,data\final_dataset\train\masks_coral\10006110801.png,SEAVIEW_PAC_AUS,train
10006110901,data\final_dataset\train\images\10006110901.jpg,data\final_dataset\train\masks_coral\10006110901.png,SEAVIEW_PAC_AUS,train
10006111001,data\final_dataset\train\images\10006111001.jpg,data\final_dataset\train\masks_coral\10006111001.png,SEAVIEW_PAC_AUS,train
10006112502,data\final_dataset\train\images\10006112502.jpg,data\final_dataset\train\masks_coral\10006112502.png,SEAVIEW_PAC_AUS,train
10006112702,data\final_dataset\train\images\10006112702.jpg,data\final_dataset\train\masks_coral\10006112702.png,SEAVIEW_PAC_AUS,train
10006112801,data\final_dataset\train\images\10006112801.jpg,data\final_dataset\train\masks_coral\10006112801.png,SEAVIEW_PAC_AUS,train
10006114202,data\final_dataset\train\images\10006114202.jpg,data\final_dataset\train\masks_coral\10006114202.png,SEAVIEW_PAC_AUS,train
10006114502,data\final_dataset\train\images\10006114502.jpg,data\final_dataset\train\masks_coral\10006114502.png,SEAVIEW_PAC_AUS,train
10006114602,data\final_dataset\train\images\10006114602.jpg,data\final_dataset\train\masks_coral\10006114602.png,SEAVIEW_PAC_AUS,train
10006116902,data\final_dataset\train\images\10006116902.jpg,data\final_dataset\train\masks_coral\10006116902.png,SEAVIEW_PAC_AUS,train
10006118302,data\final_dataset\train\images\10006118302.jpg,data\final_dataset\train\masks_coral\10006118302.png,SEAVIEW_PAC_AUS,train
10006118501,data\final_dataset\train\images\10006118501.jpg,data\final_dataset\train\masks_coral\10006118501.png,SEAVIEW_PAC_AUS,train
10006118801,data\final_dataset\train\images\10006118801.jpg,data\final_dataset\train\masks_coral\10006118801.png,SEAVIEW_PAC_AUS,train
10006118901,data\final_dataset\train\images\10006118901.jpg,data\final_dataset\train\masks_coral\10006118901.png,SEAVIEW_PAC_AUS,train
10006120102,data\final_dataset\train\images\10006120102.jpg,data\final_dataset\train\masks_coral\10006120102.png,SEAVIEW_PAC_AUS,train
10006120902,data\final_dataset\train\images\10006120902.jpg,data\final_dataset\train\masks_coral\10006120902.png,SEAVIEW_PAC_AUS,train
