,stem,image_path,mask_coral_path,coral_coverage,source,split
1444,21005044402,data\benthic_datasets\SEAVIEW_ATL\images\21005044402.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\21005044402_binary.png,0.229,SEAVIEW_ATL,train
1445,21005044502,data\benthic_datasets\SEAVIEW_ATL\images\21005044502.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\21005044502_binary.png,0.437,SEAVIEW_ATL,train
1446,24024269602,data\benthic_datasets\SEAVIEW_ATL\images\24024269602.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24024269602_binary.png,0.08,SEAVIEW_ATL,train
1447,24024269701,data\benthic_datasets\SEAVIEW_ATL\images\24024269701.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24024269701_binary.png,0.069,SEAVIEW_ATL,train
1448,24024269702,data\benthic_datasets\SEAVIEW_ATL\images\24024269702.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24024269702_binary.png,0.023,SEAVIEW_ATL,train
1449,24024269801,data\benthic_datasets\SEAVIEW_ATL\images\24024269801.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24024269801_binary.png,0.076,SEAVIEW_ATL,train
1450,24024270001,data\benthic_datasets\SEAVIEW_ATL\images\24024270001.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24024270001_binary.png,0.065,SEAVIEW_ATL,train
1451,24024270101,data\benthic_datasets\SEAVIEW_ATL\images\24024270101.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24024270101_binary.png,0.069,SEAVIEW_ATL,train
1452,24024270201,data\benthic_datasets\SEAVIEW_ATL\images\24024270201.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24024270201_binary.png,0.084,SEAVIEW_ATL,train
1453,24024270301,data\benthic_datasets\SEAVIEW_ATL\images\24024270301.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24024270301_binary.png,0.118,SEAVIEW_ATL,train
1454,24024270501,data\benthic_datasets\SEAVIEW_ATL\images\24024270501.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24024270501_binary.png,0.15,SEAVIEW_ATL,train
1455,24024270701,data\benthic_datasets\SEAVIEW_ATL\images\24024270701.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24024270701_binary.png,0.057,SEAVIEW_ATL,train
1456,24024270801,data\benthic_datasets\SEAVIEW_ATL\images\24024270801.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24024270801_binary.png,0.084,SEAVIEW_ATL,train
1457,24024270901,data\benthic_datasets\SEAVIEW_ATL\images\24024270901.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24024270901_binary.png,0.051,SEAVIEW_ATL,train
1458,24024271001,data\benthic_datasets\SEAVIEW_ATL\images\24024271001.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24024271001_binary.png,0.074,SEAVIEW_ATL,train
1459,24024273201,data\benthic_datasets\SEAVIEW_ATL\images\24024273201.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24024273201_binary.png,0.069,SEAVIEW_ATL,train
1460,24024281501,data\benthic_datasets\SEAVIEW_ATL\images\24024281501.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24024281501_binary.png,0.131,SEAVIEW_ATL,train
1461,24025044801,data\benthic_datasets\SEAVIEW_ATL\images\24025044801.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24025044801_binary.png,0.145,SEAVIEW_ATL,train
1462,24026161301,data\benthic_datasets\SEAVIEW_ATL\images\24026161301.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24026161301_binary.png,0.194,SEAVIEW_ATL,train
1463,24026177101,data\benthic_datasets\SEAVIEW_ATL\images\24026177101.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24026177101_binary.png,0.282,SEAVIEW_ATL,train
1464,24026179502,data\benthic_datasets\SEAVIEW_ATL\images\24026179502.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24026179502_binary.png,0.215,SEAVIEW_ATL,train
1465,24026179605,data\benthic_datasets\SEAVIEW_ATL\images\24026179605.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24026179605_binary.png,0.339,SEAVIEW_ATL,train
1466,24026179701,data\benthic_datasets\SEAVIEW_ATL\images\24026179701.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24026179701_binary.png,0.173,SEAVIEW_ATL,train
1467,24026179801,data\benthic_datasets\SEAVIEW_ATL\images\24026179801.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24026179801_binary.png,0.147,SEAVIEW_ATL,train
1468,24026179901,data\benthic_datasets\SEAVIEW_ATL\images\24026179901.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24026179901_binary.png,0.083,SEAVIEW_ATL,train
1469,24026180001,data\benthic_datasets\SEAVIEW_ATL\images\24026180001.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24026180001_binary.png,0.064,SEAVIEW_ATL,train
1470,24026180101,data\benthic_datasets\SEAVIEW_ATL\images\24026180101.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24026180101_binary.png,0.052,SEAVIEW_ATL,train
1471,24026180201,data\benthic_datasets\SEAVIEW_ATL\images\24026180201.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24026180201_binary.png,0.239,SEAVIEW_ATL,train
1472,24026180301,data\benthic_datasets\SEAVIEW_ATL\images\24026180301.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24026180301_binary.png,0.21,SEAVIEW_ATL,train
1473,24026180401,data\benthic_datasets\SEAVIEW_ATL\images\24026180401.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24026180401_binary.png,0.066,SEAVIEW_ATL,train
1474,24026180501,data\benthic_datasets\SEAVIEW_ATL\images\24026180501.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24026180501_binary.png,0.041,SEAVIEW_ATL,train
1475,24026180602,data\benthic_datasets\SEAVIEW_ATL\images\24026180602.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24026180602_binary.png,0.109,SEAVIEW_ATL,train
1476,24026180701,data\benthic_datasets\SEAVIEW_ATL\images\24026180701.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24026180701_binary.png,0.059,SEAVIEW_ATL,train
1477,24026180802,data\benthic_datasets\SEAVIEW_ATL\images\24026180802.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24026180802_binary.png,0.064,SEAVIEW_ATL,train
1478,24026181006,data\benthic_datasets\SEAVIEW_ATL\images\24026181006.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24026181006_binary.png,0.295,SEAVIEW_ATL,train
1479,24026181102,data\benthic_datasets\SEAVIEW_ATL\images\24026181102.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24026181102_binary.png,0.165,SEAVIEW_ATL,train
1480,24026181201,data\benthic_datasets\SEAVIEW_ATL\images\24026181201.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24026181201_binary.png,0.243,SEAVIEW_ATL,train
1481,24026181301,data\benthic_datasets\SEAVIEW_ATL\images\24026181301.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24026181301_binary.png,0.302,SEAVIEW_ATL,train
1482,24026181401,data\benthic_datasets\SEAVIEW_ATL\images\24026181401.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24026181401_binary.png,0.36,SEAVIEW_ATL,train
1483,24026181501,data\benthic_datasets\SEAVIEW_ATL\images\24026181501.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24026181501_binary.png,0.084,SEAVIEW_ATL,train
1484,24026181601,data\benthic_datasets\SEAVIEW_ATL\images\24026181601.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24026181601_binary.png,0.152,SEAVIEW_ATL,train
1485,24026181701,data\benthic_datasets\SEAVIEW_ATL\images\24026181701.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24026181701_binary.png,0.193,SEAVIEW_ATL,train
1486,24026181801,data\benthic_datasets\SEAVIEW_ATL\images\24026181801.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24026181801_binary.png,0.167,SEAVIEW_ATL,train
1487,24026181901,data\benthic_datasets\SEAVIEW_ATL\images\24026181901.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24026181901_binary.png,0.155,SEAVIEW_ATL,train
1488,24026197901,data\benthic_datasets\SEAVIEW_ATL\images\24026197901.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24026197901_binary.png,0.355,SEAVIEW_ATL,train
1489,24026202701,data\benthic_datasets\SEAVIEW_ATL\images\24026202701.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24026202701_binary.png,0.074,SEAVIEW_ATL,train
1490,24027301401,data\benthic_datasets\SEAVIEW_ATL\images\24027301401.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24027301401_binary.png,0.062,SEAVIEW_ATL,train
1491,24027301501,data\benthic_datasets\SEAVIEW_ATL\images\24027301501.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24027301501_binary.png,0.094,SEAVIEW_ATL,train
1492,24027301601,data\benthic_datasets\SEAVIEW_ATL\images\24027301601.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24027301601_binary.png,0.04,SEAVIEW_ATL,train
1493,24027301701,data\benthic_datasets\SEAVIEW_ATL\images\24027301701.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24027301701_binary.png,0.059,SEAVIEW_ATL,train
1494,24027301801,data\benthic_datasets\SEAVIEW_ATL\images\24027301801.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24027301801_binary.png,0.059,SEAVIEW_ATL,train
1495,24027301902,data\benthic_datasets\SEAVIEW_ATL\images\24027301902.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24027301902_binary.png,0.068,SEAVIEW_ATL,train
1496,24027302001,data\benthic_datasets\SEAVIEW_ATL\images\24027302001.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24027302001_binary.png,0.091,SEAVIEW_ATL,train
1497,24027302201,data\benthic_datasets\SEAVIEW_ATL\images\24027302201.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24027302201_binary.png,0.125,SEAVIEW_ATL,train
1498,24027302401,data\benthic_datasets\SEAVIEW_ATL\images\24027302401.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24027302401_binary.png,0.076,SEAVIEW_ATL,train
1499,24027302502,data\benthic_datasets\SEAVIEW_ATL\images\24027302502.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24027302502_binary.png,0.209,SEAVIEW_ATL,train
1500,24027302601,data\benthic_datasets\SEAVIEW_ATL\images\24027302601.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24027302601_binary.png,0.144,SEAVIEW_ATL,train
1501,24027302701,data\benthic_datasets\SEAVIEW_ATL\images\24027302701.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24027302701_binary.png,0.137,SEAVIEW_ATL,train
1502,24027302802,data\benthic_datasets\SEAVIEW_ATL\images\24027302802.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24027302802_binary.png,0.074,SEAVIEW_ATL,train
1503,24027302901,data\benthic_datasets\SEAVIEW_ATL\images\24027302901.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24027302901_binary.png,0.033,SEAVIEW_ATL,train
1504,24027303001,data\benthic_datasets\SEAVIEW_ATL\images\24027303001.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24027303001_binary.png,0.087,SEAVIEW_ATL,train
1505,24027303102,data\benthic_datasets\SEAVIEW_ATL\images\24027303102.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24027303102_binary.png,0.089,SEAVIEW_ATL,train
1506,24027303201,data\benthic_datasets\SEAVIEW_ATL\images\24027303201.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24027303201_binary.png,0.065,SEAVIEW_ATL,train
1507,24027303302,data\benthic_datasets\SEAVIEW_ATL\images\24027303302.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24027303302_binary.png,0.053,SEAVIEW_ATL,train
1508,24027303401,data\benthic_datasets\SEAVIEW_ATL\images\24027303401.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24027303401_binary.png,0.049,SEAVIEW_ATL,train
1509,24027303402,data\benthic_datasets\SEAVIEW_ATL\images\24027303402.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24027303402_binary.png,0.034,SEAVIEW_ATL,train
1510,24027303501,data\benthic_datasets\SEAVIEW_ATL\images\24027303501.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24027303501_binary.png,0.059,SEAVIEW_ATL,train
1511,24027303601,data\benthic_datasets\SEAVIEW_ATL\images\24027303601.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24027303601_binary.png,0.077,SEAVIEW_ATL,train
1512,24027303701,data\benthic_datasets\SEAVIEW_ATL\images\24027303701.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24027303701_binary.png,0.109,SEAVIEW_ATL,train
1513,24027319202,data\benthic_datasets\SEAVIEW_ATL\images\24027319202.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24027319202_binary.png,0.044,SEAVIEW_ATL,train
1514,24028012601,data\benthic_datasets\SEAVIEW_ATL\images\24028012601.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24028012601_binary.png,0.052,SEAVIEW_ATL,train
1515,24028014601,data\benthic_datasets\SEAVIEW_ATL\images\24028014601.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24028014601_binary.png,0.088,SEAVIEW_ATL,train
1516,24029131001,data\benthic_datasets\SEAVIEW_ATL\images\24029131001.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24029131001_binary.png,0.099,SEAVIEW_ATL,train
1517,24029178001,data\benthic_datasets\SEAVIEW_ATL\images\24029178001.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24029178001_binary.png,0.128,SEAVIEW_ATL,train
1518,24029178102,data\benthic_datasets\SEAVIEW_ATL\images\24029178102.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24029178102_binary.png,0.084,SEAVIEW_ATL,train
1519,24029178201,data\benthic_datasets\SEAVIEW_ATL\images\24029178201.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24029178201_binary.png,0.124,SEAVIEW_ATL,train
1520,24029178305,data\benthic_datasets\SEAVIEW_ATL\images\24029178305.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24029178305_binary.png,0.086,SEAVIEW_ATL,train
1521,24029178402,data\benthic_datasets\SEAVIEW_ATL\images\24029178402.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24029178402_binary.png,0.09,SEAVIEW_ATL,train
1522,24029178602,data\benthic_datasets\SEAVIEW_ATL\images\24029178602.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24029178602_binary.png,0.127,SEAVIEW_ATL,train
1523,24029178702,data\benthic_datasets\SEAVIEW_ATL\images\24029178702.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24029178702_binary.png,0.072,SEAVIEW_ATL,train
1524,24029178801,data\benthic_datasets\SEAVIEW_ATL\images\24029178801.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24029178801_binary.png,0.083,SEAVIEW_ATL,train
1525,24029179001,data\benthic_datasets\SEAVIEW_ATL\images\24029179001.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24029179001_binary.png,0.091,SEAVIEW_ATL,train
1526,24029179101,data\benthic_datasets\SEAVIEW_ATL\images\24029179101.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24029179101_binary.png,0.091,SEAVIEW_ATL,train
1527,24029179302,data\benthic_datasets\SEAVIEW_ATL\images\24029179302.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24029179302_binary.png,0.104,SEAVIEW_ATL,train
1528,24029179401,data\benthic_datasets\SEAVIEW_ATL\images\24029179401.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24029179401_binary.png,0.238,SEAVIEW_ATL,train
1529,24029179502,data\benthic_datasets\SEAVIEW_ATL\images\24029179502.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24029179502_binary.png,0.09,SEAVIEW_ATL,train
1530,24029179601,data\benthic_datasets\SEAVIEW_ATL\images\24029179601.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24029179601_binary.png,0.124,SEAVIEW_ATL,train
1531,24029179902,data\benthic_datasets\SEAVIEW_ATL\images\24029179902.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24029179902_binary.png,0.104,SEAVIEW_ATL,train
1532,24029180001,data\benthic_datasets\SEAVIEW_ATL\images\24029180001.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24029180001_binary.png,0.104,SEAVIEW_ATL,train
1533,24029180101,data\benthic_datasets\SEAVIEW_ATL\images\24029180101.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24029180101_binary.png,0.203,SEAVIEW_ATL,train
1534,24029180202,data\benthic_datasets\SEAVIEW_ATL\images\24029180202.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24029180202_binary.png,0.138,SEAVIEW_ATL,train
1535,24029180301,data\benthic_datasets\SEAVIEW_ATL\images\24029180301.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24029180301_binary.png,0.151,SEAVIEW_ATL,train
1536,24029180402,data\benthic_datasets\SEAVIEW_ATL\images\24029180402.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24029180402_binary.png,0.253,SEAVIEW_ATL,train
1537,24032035601,data\benthic_datasets\SEAVIEW_ATL\images\24032035601.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24032035601_binary.png,0.069,SEAVIEW_ATL,train
1538,24032040001,data\benthic_datasets\SEAVIEW_ATL\images\24032040001.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24032040001_binary.png,0.095,SEAVIEW_ATL,train
1539,24032092301,data\benthic_datasets\SEAVIEW_ATL\images\24032092301.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24032092301_binary.png,0.071,SEAVIEW_ATL,train
1540,24032124201,data\benthic_datasets\SEAVIEW_ATL\images\24032124201.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24032124201_binary.png,0.081,SEAVIEW_ATL,train
1541,24032127201,data\benthic_datasets\SEAVIEW_ATL\images\24032127201.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24032127201_binary.png,0.067,SEAVIEW_ATL,train
1542,24032127301,data\benthic_datasets\SEAVIEW_ATL\images\24032127301.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24032127301_binary.png,0.038,SEAVIEW_ATL,train
1543,24032127401,data\benthic_datasets\SEAVIEW_ATL\images\24032127401.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24032127401_binary.png,0.055,SEAVIEW_ATL,train
1544,24032127501,data\benthic_datasets\SEAVIEW_ATL\images\24032127501.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24032127501_binary.png,0.029,SEAVIEW_ATL,train
1545,24032127601,data\benthic_datasets\SEAVIEW_ATL\images\24032127601.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24032127601_binary.png,0.031,SEAVIEW_ATL,train
1546,24032127701,data\benthic_datasets\SEAVIEW_ATL\images\24032127701.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24032127701_binary.png,0.061,SEAVIEW_ATL,train
1547,24032127801,data\benthic_datasets\SEAVIEW_ATL\images\24032127801.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24032127801_binary.png,0.016,SEAVIEW_ATL,train
1548,24032128001,data\benthic_datasets\SEAVIEW_ATL\images\24032128001.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24032128001_binary.png,0.023,SEAVIEW_ATL,train
1549,24032128101,data\benthic_datasets\SEAVIEW_ATL\images\24032128101.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24032128101_binary.png,0.069,SEAVIEW_ATL,train
1550,24032128201,data\benthic_datasets\SEAVIEW_ATL\images\24032128201.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24032128201_binary.png,0.016,SEAVIEW_ATL,train
1551,24032128301,data\benthic_datasets\SEAVIEW_ATL\images\24032128301.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24032128301_binary.png,0.023,SEAVIEW_ATL,train
1552,24032128401,data\benthic_datasets\SEAVIEW_ATL\images\24032128401.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24032128401_binary.png,0.027,SEAVIEW_ATL,train
1553,24032128601,data\benthic_datasets\SEAVIEW_ATL\images\24032128601.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24032128601_binary.png,0.067,SEAVIEW_ATL,train
1554,24032128801,data\benthic_datasets\SEAVIEW_ATL\images\24032128801.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24032128801_binary.png,0.041,SEAVIEW_ATL,train
1555,24032129001,data\benthic_datasets\SEAVIEW_ATL\images\24032129001.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24032129001_binary.png,0.025,SEAVIEW_ATL,train
1556,24032129101,data\benthic_datasets\SEAVIEW_ATL\images\24032129101.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24032129101_binary.png,0.072,SEAVIEW_ATL,train
1557,24032129201,data\benthic_datasets\SEAVIEW_ATL\images\24032129201.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24032129201_binary.png,0.053,SEAVIEW_ATL,train
1558,24032129301,data\benthic_datasets\SEAVIEW_ATL\images\24032129301.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24032129301_binary.png,0.044,SEAVIEW_ATL,train
1559,24032129401,data\benthic_datasets\SEAVIEW_ATL\images\24032129401.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24032129401_binary.png,0.034,SEAVIEW_ATL,train
1560,24032129501,data\benthic_datasets\SEAVIEW_ATL\images\24032129501.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24032129501_binary.png,0.076,SEAVIEW_ATL,train
1561,24033227902,data\benthic_datasets\SEAVIEW_ATL\images\24033227902.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24033227902_binary.png,0.2,SEAVIEW_ATL,train
1562,24033230502,data\benthic_datasets\SEAVIEW_ATL\images\24033230502.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24033230502_binary.png,0.27,SEAVIEW_ATL,train
1563,24033231502,data\benthic_datasets\SEAVIEW_ATL\images\24033231502.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24033231502_binary.png,0.08,SEAVIEW_ATL,train
1564,24033234302,data\benthic_datasets\SEAVIEW_ATL\images\24033234302.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24033234302_binary.png,0.156,SEAVIEW_ATL,train
1565,24044080901,data\benthic_datasets\SEAVIEW_ATL\images\24044080901.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24044080901_binary.png,0.115,SEAVIEW_ATL,train
1566,24044092301,data\benthic_datasets\SEAVIEW_ATL\images\24044092301.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24044092301_binary.png,0.318,SEAVIEW_ATL,train
1567,24044095401,data\benthic_datasets\SEAVIEW_ATL\images\24044095401.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24044095401_binary.png,0.181,SEAVIEW_ATL,train
1568,24044095501,data\benthic_datasets\SEAVIEW_ATL\images\24044095501.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24044095501_binary.png,0.184,SEAVIEW_ATL,train
1569,24044095801,data\benthic_datasets\SEAVIEW_ATL\images\24044095801.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24044095801_binary.png,0.069,SEAVIEW_ATL,train
1570,24044095901,data\benthic_datasets\SEAVIEW_ATL\images\24044095901.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24044095901_binary.png,0.161,SEAVIEW_ATL,train
1571,24044096001,data\benthic_datasets\SEAVIEW_ATL\images\24044096001.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24044096001_binary.png,0.049,SEAVIEW_ATL,train
1572,24044096101,data\benthic_datasets\SEAVIEW_ATL\images\24044096101.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24044096101_binary.png,0.085,SEAVIEW_ATL,train
1573,24044096301,data\benthic_datasets\SEAVIEW_ATL\images\24044096301.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24044096301_binary.png,0.167,SEAVIEW_ATL,train
1574,24044096601,data\benthic_datasets\SEAVIEW_ATL\images\24044096601.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24044096601_binary.png,0.087,SEAVIEW_ATL,train
1575,24044096801,data\benthic_datasets\SEAVIEW_ATL\images\24044096801.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24044096801_binary.png,0.097,SEAVIEW_ATL,train
1576,24044096901,data\benthic_datasets\SEAVIEW_ATL\images\24044096901.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24044096901_binary.png,0.057,SEAVIEW_ATL,train
1577,24044097001,data\benthic_datasets\SEAVIEW_ATL\images\24044097001.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24044097001_binary.png,0.089,SEAVIEW_ATL,train
1578,24044097101,data\benthic_datasets\SEAVIEW_ATL\images\24044097101.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24044097101_binary.png,0.093,SEAVIEW_ATL,train
1579,24044097201,data\benthic_datasets\SEAVIEW_ATL\images\24044097201.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24044097201_binary.png,0.08,SEAVIEW_ATL,train
1580,24044097301,data\benthic_datasets\SEAVIEW_ATL\images\24044097301.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24044097301_binary.png,0.056,SEAVIEW_ATL,train
1581,24044097501,data\benthic_datasets\SEAVIEW_ATL\images\24044097501.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24044097501_binary.png,0.122,SEAVIEW_ATL,train
1582,24044098401,data\benthic_datasets\SEAVIEW_ATL\images\24044098401.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24044098401_binary.png,0.115,SEAVIEW_ATL,train
1583,24045035302,data\benthic_datasets\SEAVIEW_ATL\images\24045035302.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24045035302_binary.png,0.145,SEAVIEW_ATL,train
1584,24045068102,data\benthic_datasets\SEAVIEW_ATL\images\24045068102.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24045068102_binary.png,0.317,SEAVIEW_ATL,train
1585,24047242502,data\benthic_datasets\SEAVIEW_ATL\images\24047242502.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24047242502_binary.png,0.171,SEAVIEW_ATL,train
1586,24047242701,data\benthic_datasets\SEAVIEW_ATL\images\24047242701.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\24047242701_binary.png,0.322,SEAVIEW_ATL,train
1587,25001008201,data\benthic_datasets\SEAVIEW_ATL\images\25001008201.jpg,data\benthic_datasets\SEAVIEW_ATL\masks_coral\25001008201_binary.png,0.548,SEAVIEW_ATL,train
